timestamp,ax,ay,az,gx,gy,gz
1745843694,0.161,-0.214,0.927,0.854,-1.16,2.075
1745843694,0.166,-0.214,0.948,1.526,-4.456,0.305
1745843694,0.145,-0.219,0.947,0.671,2.441,-0.061
1745843694,0.174,-0.198,0.939,1.465,0.793,-1.465
1745843694,0.171,-0.218,0.936,0.61,0.977,-0.977
1745843694,0.18,-0.208,0.931,1.526,-2.808,-0.671
1745843694,0.157,-0.229,0.935,1.16,-2.258,-0.244
1745843694,0.14,-0.207,0.942,2.014,-1.282,0.671
1745843694,0.144,-0.198,0.954,0.977,-1.77,-1.648
1745843694,0.162,-0.212,0.945,1.16,-0.183,-0.61
1745843695,0.146,-0.211,0.929,1.648,1.648,1.221
1745843695,0.144,-0.215,0.93,0.977,-0.488,-0.183
1745843695,0.156,-0.208,0.94,1.587,-1.282,0.305
1745843695,0.147,-0.221,0.941,1.343,-0.732,0.793
1745843695,0.154,-0.219,0.94,1.038,1.404,0.061
1745843695,0.165,-0.21,0.935,0.61,1.648,0.427
1745843695,0.156,-0.204,0.93,1.648,0.732,1.16
1745843695,0.146,-0.21,0.949,1.892,-1.892,0.916
1745843695,0.146,-0.218,0.944,0.488,0.732,0.122
1745843695,0.152,-0.212,0.938,1.282,0.977,0.427
1745843695,0.157,-0.209,0.936,1.343,-0.549,0.793
1745843695,0.148,-0.221,0.937,0.366,-1.16,0.0
1745843695,0.152,-0.209,0.949,2.075,-2.258,-0.427
1745843695,0.148,-0.207,0.941,-0.061,1.831,-0.305
1745843695,0.143,-0.217,0.94,1.404,-0.854,-0.061
1745843695,0.154,-0.218,0.945,1.404,0.183,-0.427
1745843695,0.162,-0.215,0.932,0.366,1.953,0.366
1745843695,0.157,-0.212,0.931,1.465,-1.16,0.854
1745843695,0.15,-0.221,0.938,0.61,0.0,1.038
1745843695,0.155,-0.21,0.942,1.343,-1.221,0.183
1745843696,0.148,-0.219,0.937,0.732,0.916,-0.488
1745843696,0.154,-0.208,0.938,1.465,-0.183,-0.183
1745843696,0.153,-0.214,0.938,1.404,-0.61,-0.244
1745843696,0.139,-0.213,0.934,0.793,-0.183,0.0
1745843696,0.154,-0.215,0.939,1.465,-0.916,-0.244
1745843696,0.156,-0.216,0.937,1.343,0.061,0.366
1745843696,0.146,-0.214,0.93,1.526,-1.343,0.122
1745843696,0.148,-0.218,0.951,0.793,0.427,-0.061
1745843696,0.152,-0.213,0.932,0.671,1.587,0.427
1745843696,0.155,-0.216,0.926,0.977,-0.244,-0.244
1745843696,0.158,-0.223,0.938,1.221,-0.366,0.671
1745843696,0.145,-0.215,0.945,1.648,-0.183,0.916
1745843696,0.14,-0.219,0.942,0.854,1.099,0.793
1745843696,0.16,-0.21,0.926,0.854,0.0,0.305
1745843696,0.169,-0.212,0.938,1.221,-2.441,-0.671
1745843697,0.136,-0.222,0.935,0.549,1.831,-0.061
1745843697,0.154,-0.221,0.926,1.099,-0.488,-0.244
1745843697,0.166,-0.212,0.929,0.793,-1.099,0.0
1745843697,0.146,-0.219,0.944,0.854,-2.197,0.244
1745843697,0.137,-0.221,0.943,1.404,1.831,1.282
1745843697,0.139,-0.214,0.949,1.404,8.972,2.502
1745843697,0.177,-0.205,0.92,-0.061,2.319,-0.732
1745843697,0.157,-0.217,0.935,1.16,0.244,0.366
1745843697,0.153,-0.218,0.946,1.16,-0.671,0.244
1745843697,0.151,-0.219,0.934,0.427,0.366,-0.488
1745843697,0.171,-0.223,0.946,1.16,-0.366,-0.793
1745843697,0.186,-0.209,0.914,-0.122,-2.136,-1.465
1745843697,0.169,-0.213,0.954,2.014,-4.395,-0.122
1745843697,0.117,-0.217,0.965,0.183,2.502,-0.916
1745843698,0.166,-0.182,0.964,2.747,5.005,-0.061
1745843698,0.207,-0.131,0.958,0.977,-5.005,0.854
1745843698,0.25,-0.134,0.955,-0.061,-12.939,11.475
1745843698,0.19,-0.156,0.951,-1.282,-20.935,18.738
1745843698,0.181,-0.076,0.946,4.211,-26.062,20.813
1745843698,0.041,-0.115,0.913,-2.869,-18.555,19.104
1745843698,0.077,-0.197,0.954,-7.324,-25.452,11.841
1745843698,0.079,-0.246,0.934,8.301,-21.423,13.733
1745843698,0.011,-0.286,0.914,7.568,-8.423,10.864
1745843698,0.002,-0.268,0.912,2.686,3.54,6.836
1745843698,-0.009,-0.241,0.944,2.319,17.517,1.831
1745843699,0.108,-0.209,0.983,-16.479,36.804,5.92
1745843699,0.159,-0.167,0.926,-13.55,31.372,4.7
1745843699,0.152,-0.14,0.888,-2.686,25.94,1.77
1745843699,0.247,-0.208,0.909,1.587,50.354,4.7
1745843699,0.326,-0.184,0.907,-17.578,31.677,-3.662
1745843699,0.324,-0.122,0.916,-13.245,-5.066,2.441
1745843699,0.258,-0.13,0.945,-12.634,22.827,1.282
1745843699,0.262,-0.129,0.987,-15.991,14.099,-1.526
1745843699,0.275,-0.083,0.922,-27.405,27.161,-22.583
1745843699,0.16,-0.248,0.941,-4.883,-48.706,-3.418
1745843699,0.31,-0.122,0.94,-10.864,-46.265,12.756
1745843699,0.1,-0.104,0.949,22.278,-45.227,44.861
1745843699,-0.083,-0.019,1.076,4.761,0.549,17.334
1745843699,0.105,-0.077,1.027,9.644,-4.578,-2.258
1745843700,0.24,-0.158,0.931,25.391,-6.836,14.648
1745843700,0.168,-0.106,0.983,19.958,-22.644,37.109
1745843700,0.011,-0.134,0.938,31.372,10.742,11.658
1745843700,0.08,-0.218,0.945,0.549,3.662,-7.141
1745843700,0.099,-0.214,0.937,0.977,8.545,-9.338
1745843700,0.116,-0.208,0.95,3.235,5.798,0.427
1745843700,0.121,-0.229,0.961,0.732,5.554,0.977
1745843700,0.128,-0.165,0.928,-1.221,0.0,0.427
1745843700,0.158,-0.14,0.938,1.465,-9.338,2.319
1745843701,0.132,-0.213,0.931,7.568,-7.996,17.029
1745843701,0.098,-0.24,0.946,5.676,-7.812,-3.967
1745843701,0.079,-0.253,0.964,5.554,-2.991,-0.671
1745843701,0.094,-0.248,0.945,-0.977,-5.249,7.08
1745843701,0.121,-0.257,0.938,0.122,-3.906,18.616
1745843701,0.084,-0.222,0.925,1.587,-9.277,6.775
1745843701,0.019,-0.206,0.914,12.207,-1.831,9.338
1745843701,0.062,-0.299,0.962,29.785,-23.315,10.925
1745843701,0.076,-0.287,0.927,29.358,-27.161,13.428
1745843701,0.037,-0.416,0.926,20.02,-41.138,6.47
1745843702,-0.025,-0.437,0.865,6.775,-13.977,61.829
1745843702,-0.346,-0.42,0.891,-3.967,24.109,53.467
1745843702,-0.28,-0.324,0.833,-33.386,6.47,-27.222
1745843702,-0.047,-0.32,0.934,-31.433,30.579,-52.856
1745843702,-0.002,-0.222,0.901,-25.513,34.119,-40.1
1745843702,0.031,-0.191,0.903,-20.386,35.217,-37.964
1745843702,0.061,-0.204,0.993,-6.47,18.738,-7.08
1745843702,0.064,-0.156,0.948,1.953,-1.831,0.549
1745843702,-0.039,-0.202,0.957,6.958,0.366,2.441
1745843703,0.013,-0.201,0.963,6.958,-11.78,-10.925
1745843703,-0.002,-0.25,0.927,3.296,-3.296,0.732
1745843703,-0.012,-0.241,0.911,2.869,5.981,1.099
1745843703,0.039,-0.249,0.927,6.592,-2.136,1.892
1745843703,-0.018,-0.257,0.939,9.277,-0.427,2.502
1745843703,0.007,-0.227,0.926,0.427,-4.028,-6.714
1745843703,-0.015,-0.35,0.983,-27.466,11.414,-4.333
1745843703,0.036,-0.169,0.907,3.845,1.282,1.282
1745843704,0.186,-0.259,0.935,4.456,16.296,11.108
1745843704,0.154,-0.289,0.977,-6.775,3.418,1.343
1745843704,0.111,-0.237,0.952,2.991,-3.113,1.465
1745843705,0.113,-0.261,0.948,15.564,-9.155,6.348
1745843705,0.109,-0.24,0.94,7.019,-1.648,4.089
1745843705,0.135,-0.241,0.929,3.601,-3.357,-1.465
1745843705,0.154,-0.229,0.915,8.179,-13.062,-0.366
1745843705,0.125,-0.294,0.927,3.479,1.831,-2.441
1745843705,0.074,-0.261,0.93,0.305,-1.587,-3.418
1745843705,0.132,-0.256,0.923,5.92,3.479,-6.897
1745843705,0.058,-0.233,0.987,-10.071,-31.677,-7.019
1745843705,0.045,-0.266,0.94,2.625,-13.733,5.554
1745843705,0.03,-0.238,0.917,3.418,-16.602,4.578
1745843706,0.238,-0.167,0.887,61.646,27.649,23.376
1745843706,0.121,-0.259,0.963,7.996,34.424,22.583
1745843706,0.165,-0.285,0.994,-27.344,8.362,-3.723
1745843706,0.147,-0.257,0.947,-14.16,-2.136,-4.395
1745843706,0.194,-0.245,0.92,-5.493,31.616,9.155
1745843706,0.154,-0.286,0.956,-17.639,54.077,7.69
1745843706,0.296,-0.284,0.985,-21.179,18.799,9.277
1745843706,0.333,-0.248,1.057,-34.546,0.732,4.822
1745843706,0.357,-0.176,1.085,-28.076,-24.414,8.728
1745843706,0.093,-0.032,1.096,-43.518,-65.552,7.446
1745843706,0.017,-0.004,1.052,-56.03,-44.128,13.672
1745843706,0.006,0.111,1.007,-57.068,-40.1,18.127
1745843707,-0.277,0.266,0.785,-22.522,-19.47,-1.709
1745843707,-0.274,0.318,0.794,-26.733,-19.714,-0.122
1745843707,-0.275,0.371,0.773,-11.597,-9.888,-0.183
1745843707,-0.323,0.426,0.796,-1.892,8.362,1.282
1745843707,-0.303,0.422,0.813,0.671,0.916,2.563
1745843708,-0.378,0.471,0.811,-1.77,-1.099,2.197
1745843708,-0.336,0.508,0.776,-4.089,-7.263,2.258
1745843708,-0.353,0.529,0.744,-1.587,-4.395,0.183
1745843708,-0.306,0.405,0.85,7.202,-2.319,-2.319
1745843708,-0.254,0.436,0.846,10.925,-8.118,-0.305
1745843708,-0.286,0.412,0.851,5.31,-9.827,-3.479
1745843708,-0.323,0.428,0.821,-1.343,-16.235,-4.944
1745843708,-0.351,0.418,0.795,3.723,-3.845,-7.751
1745843708,-0.309,0.406,0.787,-1.526,-16.113,-3.906
1745843708,-0.35,0.419,0.793,-1.038,-20.63,-3.357
1745843708,-0.369,0.435,0.813,-0.854,5.249,-2.869
1745843708,-0.332,0.45,0.791,0.244,-4.272,-3.601
1745843708,-0.365,0.441,0.78,-1.526,2.38,-1.648
1745843708,-0.38,0.42,0.811,-3.113,12.146,3.723
1745843708,-0.319,0.451,0.8,-4.517,7.019,8.179
1745843708,-0.332,0.483,0.8,-6.714,4.028,2.441
1745843709,-0.344,0.493,0.781,-0.244,2.441,0.122
1745843709,-0.345,0.471,0.777,1.465,1.648,-0.671
1745843709,-0.356,0.447,0.778,3.479,1.16,0.916
1745843709,-0.322,0.454,0.782,0.916,1.465,0.244
1745843709,-0.35,0.468,0.791,-0.183,1.16,0.916
1745843709,-0.344,0.466,0.782,1.099,0.305,1.221
1745843709,-0.347,0.458,0.781,0.427,2.441,0.854
1745843709,-0.342,0.45,0.773,-1.831,0.61,0.427
1745843709,-0.349,0.469,0.779,0.488,1.221,1.465
1745843709,-0.355,0.474,0.779,-0.122,0.671,0.549
1745843709,-0.344,0.466,0.776,2.441,0.916,1.099
1745843709,-0.323,0.455,0.782,1.831,-0.122,0.61
1745843709,-0.345,0.466,0.776,1.099,1.77,0.183
1745843709,-0.343,0.461,0.773,0.671,-1.587,-0.244
1745843709,-0.332,0.464,0.78,2.258,2.075,-0.732
1745843709,-0.351,0.458,0.779,1.709,0.488,-0.061
1745843709,-0.332,0.466,0.79,2.93,1.099,0.671
1745843709,-0.323,0.465,0.784,2.075,1.709,1.099
1745843709,-0.335,0.458,0.793,0.488,4.15,1.282
1745843710,-0.344,0.459,0.792,1.587,4.761,2.625
1745843710,-0.304,0.452,0.78,1.526,0.977,2.93
1745843710,-0.327,0.466,0.792,3.296,4.761,1.77
1745843710,-0.347,0.444,0.786,3.113,0.488,0.916
1745843710,-0.313,0.441,0.803,2.563,0.122,0.488
1745843710,-0.309,0.44,0.809,1.343,2.625,0.305
1745843710,-0.334,0.455,0.791,0.916,0.671,0.183
1745843710,-0.333,0.448,0.807,2.502,-0.488,1.77
1745843710,-0.333,0.441,0.8,1.587,0.671,1.099
1745843710,-0.314,0.457,0.801,0.732,-2.014,0.916
1745843710,-0.321,0.451,0.794,-0.061,-0.244,0.549
1745843710,-0.33,0.453,0.802,0.977,-0.732,0.549
1745843710,-0.339,0.444,0.784,1.953,5.981,-2.197
1745843710,-0.333,0.433,0.781,8.606,26.184,1.221
1745843710,-0.247,0.42,0.833,-0.122,-1.587,-0.549
1745843710,-0.276,0.4,0.86,-1.038,11.292,4.7
1745843710,-0.205,0.35,0.852,-5.066,13.733,9.949
1745843711,-0.224,0.282,0.796,-2.197,21.912,23.315
1745843711,-0.194,0.315,0.688,2.258,27.954,19.104
1745843711,-0.233,0.304,0.693,10.132,21.973,16.235
1745843711,-0.337,0.382,0.669,29.358,53.162,6.653
1745843711,-0.186,0.412,0.752,36.804,48.157,-12.39
1745843711,-0.338,0.421,0.932,51.819,36.743,-24.719
1745843711,-0.25,0.38,1.005,39.551,35.583,-27.405
1745843711,-0.189,0.413,1.015,32.959,8.972,-37.842
1745843711,-0.149,0.399,0.98,40.039,14.282,-38.635
1745843711,-0.027,0.326,1.009,41.138,-16.479,-40.405
1745843711,-0.189,0.163,1.079,27.1,34.241,-24.048
1745843711,0.093,0.158,0.982,6.47,13.733,-15.808
1745843711,-0.06,0.202,0.914,17.273,42.175,-1.038
1745843711,0.041,0.22,0.854,24.414,43.091,-12.634
1745843711,-0.048,0.25,0.886,36.621,32.349,-25.94
1745843711,0.119,0.175,0.944,47.668,30.701,-27.466
1745843711,0.119,0.112,0.984,37.537,22.522,-30.518
1745843711,0.044,0.06,0.999,41.077,19.043,-32.104
1745843712,0.255,-0.136,0.995,28.931,7.629,-18.433
1745843712,0.24,-0.17,0.962,16.418,9.949,-11.719
1745843712,0.245,-0.189,0.954,12.573,4.578,-11.658
1745843712,0.225,-0.172,0.923,2.93,21.606,-5.371
1745843712,0.302,-0.215,0.957,9.583,14.282,-1.465
1745843712,0.264,-0.16,0.948,-2.747,11.292,-8.423
1745843712,0.209,-0.141,0.978,-9.338,2.808,-7.874
1745843712,0.338,-0.186,0.979,-5.066,12.512,-2.502
1745843712,0.2,-0.101,0.917,-3.174,3.296,-0.793
1745843712,0.368,-0.163,0.893,-3.845,10.925,-1.404
1745843712,0.257,-0.136,0.914,-0.916,-10.315,-0.549
1745843712,0.277,-0.144,0.944,-2.808,0.671,1.953
1745843712,0.271,-0.133,0.94,0.183,-1.282,0.549
1745843712,0.223,-0.144,0.913,0.732,-12.268,0.122
1745843712,0.281,-0.099,0.923,-0.061,-2.808,-0.977
1745843712,0.217,-0.108,0.934,1.16,-4.639,-2.014
1745843712,0.237,-0.137,0.926,3.723,-5.676,-2.014
1745843712,0.224,-0.113,0.934,-0.671,1.953,0.305
1745843713,0.248,-0.094,0.925,1.099,1.038,1.709
1745843713,0.262,-0.14,0.959,-0.549,2.258,2.38
1745843713,0.242,-0.12,0.948,-0.488,-6.958,1.831
1745843713,0.243,-0.11,0.936,2.258,-4.333,0.427
1745843713,0.228,-0.11,0.927,-0.061,-16.235,-2.075
1745843713,0.222,-0.126,0.938,0.916,-22.949,-2.747
1745843713,0.169,-0.127,0.926,-1.099,-17.761,-5.066
1745843713,0.166,-0.119,0.95,2.991,-19.531,-5.92
1745843713,0.149,-0.113,0.973,3.479,-17.761,-1.343
1745843713,0.137,-0.146,0.973,0.916,-4.883,-3.296
1745843713,0.145,-0.207,1.021,-0.793,-11.23,-14.771
1745843713,0.098,-0.2,0.985,-7.202,-25.085,-17.151
1745843713,0.171,-0.21,0.944,21.179,-8.789,-10.742
1745843713,0.192,-0.225,0.911,8.301,18.311,6.775
1745843713,0.105,-0.116,0.919,-7.141,3.174,13.428
1745843713,0.118,-0.125,0.897,-12.817,16.541,-1.648
1745843713,0.072,-0.097,0.92,-11.23,-20.264,6.836
1745843714,0.052,-0.151,1.016,-5.432,11.169,10.01
1745843714,0.023,-0.123,0.958,3.052,-7.935,1.648
1745843714,0.018,-0.057,0.991,-0.977,-13.489,-2.136
1745843714,0.038,-0.011,0.972,-2.075,7.385,-4.883
1745843714,-0.05,0.0,0.99,-13.0,5.005,-0.732
1745843714,0.051,-0.049,1.04,0.793,-6.958,3.845
1745843714,0.04,-0.112,0.987,-13.245,18.982,2.014
1745843714,0.025,-0.05,0.943,-6.592,7.874,-5.31
1745843714,-0.014,-0.125,0.952,14.893,20.081,-0.244
1745843714,0.084,-0.101,0.95,-6.653,-1.099,-2.991
1745843714,0.106,-0.07,0.928,2.991,2.075,-1.892
1745843714,0.051,-0.082,0.95,1.099,-8.362,0.916
1745843714,0.025,-0.106,0.973,2.075,-9.46,4.272
1745843714,0.012,-0.062,0.953,-7.263,-6.348,4.944
1745843714,-0.016,-0.03,0.95,3.479,-9.705,3.54
1745843714,0.022,-0.041,0.952,0.122,-4.15,-0.488
1745843715,-0.003,-0.072,0.981,3.479,-6.836,-2.991
1745843715,0.035,-0.113,1.002,2.869,-1.282,-6.531
1745843715,0.033,-0.132,1.015,-6.592,-3.54,-3.906
1745843715,0.039,-0.063,0.994,-1.404,-4.333,-1.038
1745843715,0.023,-0.076,0.971,-1.831,-1.038,0.305
1745843715,-0.022,-0.083,0.978,-14.038,6.348,-0.977
1745843715,0.009,-0.019,0.953,2.258,0.244,1.892
1745843715,0.057,-0.039,0.965,-2.93,-6.958,-3.296
1745843715,0.021,-0.029,0.961,0.977,4.822,-1.648
1745843715,0.032,-0.035,0.952,1.648,-7.996,-3.54
1745843715,0.028,-0.041,0.979,3.479,-6.287,-2.319
1745843715,0.046,-0.069,0.993,4.7,-6.104,1.343
1745843715,0.007,-0.059,0.996,4.272,-6.104,3.967
1745843715,-0.003,-0.06,0.99,8.85,-2.991,3.784
1745843715,-0.003,-0.06,0.974,13.123,-4.822,3.113
1745843715,-0.001,-0.102,0.952,3.174,-3.723,-0.244
1745843715,-0.032,-0.078,0.961,-1.099,0.061,-3.296
1745843715,-0.009,-0.071,0.962,1.77,-2.258,-2.38
1745843715,-0.004,-0.073,0.99,3.296,-0.916,-0.732
1745843715,-0.002,-0.083,0.979,5.859,-1.343,-1.953
1745843716,-0.011,-0.09,0.967,1.038,1.16,-3.845
1745843716,-0.006,-0.084,0.95,4.028,-4.15,-0.549
1745843716,-0.026,-0.109,0.948,1.77,1.648,0.366
1745843716,-0.024,-0.104,0.963,3.967,-6.165,-1.221
1745843716,-0.023,-0.102,0.966,3.723,1.648,-0.854
1745843716,0.004,-0.097,0.956,-0.305,-0.305,-2.319
1745843716,-0.045,-0.094,0.96,-0.61,4.395,-2.136
1745843716,-0.028,-0.103,0.957,-0.977,0.183,-2.93
1745843716,-0.007,-0.092,0.97,3.052,-0.061,-0.916
1745843716,-0.014,-0.095,0.969,-1.465,1.221,-1.282
1745843716,-0.023,-0.099,0.967,2.014,-0.305,-0.61
1745843716,-0.014,-0.087,0.971,-1.099,0.488,-1.099
1745843716,-0.018,-0.094,0.966,0.793,1.526,-1.77
1745843716,-0.013,-0.091,0.947,2.258,-1.77,0.61
1745843716,-0.009,-0.087,0.969,3.418,-0.732,0.122
1745843716,-0.019,-0.097,0.978,-0.793,1.221,-1.343
1745843716,-0.013,-0.109,0.968,1.587,3.662,0.977
1745843716,-0.021,-0.089,0.966,-2.441,0.549,-0.488
1745843716,0.009,-0.095,0.957,0.244,6.531,0.061
1745843717,-0.024,-0.094,0.976,-0.427,1.282,0.305
1745843717,-0.001,-0.098,0.977,0.732,-0.488,-0.793
1745843717,-0.004,-0.091,0.971,-1.892,0.854,-1.038
1745843717,-0.009,-0.083,0.969,0.122,-1.77,0.305
1745843717,-0.004,-0.084,0.961,0.854,-1.892,0.916
1745843717,-0.006,-0.072,0.952,0.122,1.831,-2.136
1745843717,0.005,-0.085,0.963,0.793,2.319,-1.648
1745843717,0.018,-0.087,0.961,2.014,3.235,1.465
1745843717,-0.016,-0.082,0.981,0.183,-0.366,0.732
1745843717,-0.008,-0.079,0.978,1.587,0.427,1.343
1745843717,-0.004,-0.084,0.97,0.488,1.282,0.244
1745843717,-0.009,-0.081,0.966,-0.427,0.0,0.0
1745843717,0.003,-0.086,0.959,1.282,-0.305,-0.122
1745843717,-0.005,-0.079,0.966,0.916,0.488,0.0
1745843717,0.007,-0.082,0.961,1.404,1.221,0.122
1745843717,-0.011,-0.078,0.97,1.099,-0.549,0.61
1745843718,0.011,-0.081,0.978,0.793,-1.526,0.732
1745843718,0.006,-0.083,0.958,0.061,3.235,-0.488
1745843718,-0.001,-0.08,0.968,-1.16,0.977,-1.282
1745843718,0.011,-0.085,0.963,0.916,2.136,-0.122
1745843718,0.001,-0.073,0.97,1.404,1.831,1.282
1745843718,-0.004,-0.085,0.976,1.892,-1.16,-0.122
1745843718,0.006,-0.089,0.971,-0.061,1.892,-0.427
1745843718,-0.013,-0.076,0.968,1.16,-0.061,0.61
1745843718,0.014,-0.08,0.962,0.122,-1.465,0.244
1745843718,-0.019,-0.067,0.97,2.38,2.319,0.61
1745843718,0.002,-0.075,0.963,4.028,-1.282,-0.854
1745843718,0.006,-0.087,0.976,2.136,0.793,0.122
1745843718,-0.006,-0.089,0.974,-0.549,-2.625,0.061
1745843718,0.012,-0.081,0.984,1.587,-0.916,0.488
1745843718,0.004,-0.086,0.971,-1.282,0.854,0.122
1745843718,-0.012,-0.082,0.96,0.977,1.038,0.854
1745843718,-0.014,-0.08,0.96,-4.211,-5.31,-1.404
1745843718,-0.002,-0.079,0.954,6.775,5.371,1.526
1745843718,-0.002,-0.081,0.982,0.977,-2.197,0.183
1745843718,-0.006,-0.081,0.978,1.404,1.77,-0.183
1745843718,0.008,-0.088,0.97,0.122,-0.549,0.0
1745843718,0.005,-0.086,0.974,-0.183,-2.747,0.854
1745843719,-0.01,-0.082,0.982,-0.549,-0.671,3.052
1745843719,-0.011,-0.077,0.966,-2.747,0.061,0.427
1745843719,-0.003,-0.077,0.955,-0.671,1.038,1.038
1745843719,0.003,-0.073,0.96,-0.122,-3.906,0.854
1745843719,-0.006,-0.081,0.963,0.854,-5.92,0.244
1745843719,-0.002,-0.092,0.967,-0.305,-3.845,-1.404
1745843719,-0.074,-0.061,0.98,-3.54,8.606,0.854
1745843719,-0.022,-0.068,0.957,-5.981,29.053,1.587
1745843719,-0.009,-0.059,0.957,0.122,23.499,3.601
1745843719,-0.005,-0.043,0.967,4.7,38.269,9.033
1745843719,0.196,-0.099,0.939,8.606,60.791,6.714
1745843719,0.046,-0.033,0.945,-11.902,40.771,3.418
1745843719,0.18,-0.046,0.894,-4.7,142.212,9.46
1745843719,0.425,-0.094,0.878,-36.194,65.369,-4.272
1745843719,0.303,0.029,0.945,-45.044,76.721,-8.24
1745843719,0.487,0.029,0.853,-24.841,82.52,-8.911
1745843719,0.582,0.04,0.833,-28.015,61.096,-5.371
1745843719,0.553,0.062,0.812,-15.32,54.443,-3.54
1745843719,0.636,0.081,0.784,1.282,60.425,-1.526
1745843719,0.605,0.057,0.72,0.671,64.514,0.427
1745843720,0.727,0.082,0.685,-1.587,66.223,-1.587
1745843720,0.713,0.074,0.649,5.31,62.988,-2.563
1745843720,0.757,0.058,0.598,9.033,69.885,-9.155
1745843720,0.78,0.03,0.563,-4.272,60.608,-4.517
1745843720,0.829,0.044,0.529,-6.042,50.415,-3.845
1745843720,0.853,0.043,0.467,-7.263,58.411,-8.606
1745843720,0.888,0.039,0.419,-6.104,50.415,-4.028
1745843720,0.888,0.042,0.375,-1.587,36.316,-2.014
1745843720,0.922,0.035,0.369,3.54,42.175,-4.822
1745843720,0.924,0.042,0.329,4.761,33.752,-2.319
1745843720,0.992,0.015,0.313,0.0,31.067,0.732
1745843720,0.914,0.056,0.281,2.686,27.039,3.845
1745843720,0.984,0.022,0.264,3.906,27.344,-1.282
1745843720,0.923,0.035,0.233,-6.042,23.071,0.427
1745843720,0.959,0.018,0.213,-7.996,41.199,-5.92
1745843720,0.968,0.026,0.157,-1.343,45.776,-4.15
1745843721,1.017,0.025,0.12,2.991,27.771,-3.235
1745843721,0.992,0.036,0.126,0.427,18.25,0.732
